縣市代號,縣市,大類別,小類別代號,小類別名稱,地標名稱,緯度,經度
J,新竹縣,交通運輸,11,火車站,新竹縣臺鐵新豐車站,24.86980141449867,120.99688116629987
J,新竹縣,交通運輸,11,火車站,新竹縣臺鐵內灣車站,24.70544602531585,121.18249444021617
J,新竹縣,交通運輸,11,火車站,新竹縣臺鐵橫山車站,24.72040827365124,121.11767996346775
J,新竹縣,交通運輸,11,火車站,新竹縣臺鐵上員車站,24.777891144085377,121.05581023985148
J,新竹縣,交通運輸,11,火車站,新竹縣臺鐵竹中車站,24.781368581051378,121.03295892732832
J,新竹縣,交通運輸,11,火車站,新竹縣臺鐵九讚頭車站,24.720416691247376,121.1360141727149
J,新竹縣,交通運輸,11,火車站,新竹縣臺鐵榮華車站,24.748377546843106,121.08318663010898
J,新竹縣,交通運輸,11,火車站,富貴火車站,24.715560010764708,121.16733499998396
J,新竹縣,交通運輸,11,火車站,新竹縣臺鐵湖口車站,24.90293819893204,121.04411075284037
J,新竹縣,交通運輸,11,火車站,新竹縣臺鐵合興車站,24.7166024767021,121.1545034902657
J,新竹縣,交通運輸,11,火車站,新竹縣臺鐵竹東車站,24.738343701367498,121.09476508096581
J,新竹縣,交通運輸,11,火車站,新豐火車站,24.869804999443275,120.9968099999918
J,新竹縣,交通運輸,11,火車站,湖口火車站,24.902875997945088,121.04405699998554
J,新竹縣,交通運輸,11,火車站,竹北火車站,24.839131000964308,121.00943899999253
J,新竹縣,交通運輸,11,火車站,竹北火車站,24.839131000964308,121.00943899999253
J,新竹縣,交通運輸,11,火車站,竹中火車站,24.78137000626526,121.03262399998921
J,新竹縣,交通運輸,11,火車站,竹東火車站,24.738193006209894,121.09473699998578
J,新竹縣,交通運輸,11,火車站,上員火車站,24.777953002434053,121.05553999998313
J,新竹縣,交通運輸,11,火車站,榮華火車站,24.748001003086877,121.08302399998914
J,新竹縣,交通運輸,11,火車站,九讚頭火車站,24.720603998590846,121.13623099996866
J,新竹縣,交通運輸,11,火車站,內灣火車站,24.705324007821297,121.18252999998307
J,新竹縣,交通運輸,11,火車站,合興火車站,24.71691200706836,121.15478799998242
J,新竹縣,交通運輸,11,火車站,富貴火車站,24.715560010764708,121.16733499998396
J,新竹縣,交通運輸,11,火車站,橫山火車站,24.72060100322911,121.11650899997922
J,新竹縣,交通運輸,12,客運站,新竹客運-湖口站,24.901234998727404,121.04345599998997
J,新竹縣,交通運輸,12,客運站,新竹客運-新埔站,24.827521007108476,121.08038399999032
J,新竹縣,交通運輸,12,客運站,新竹客運-關西站,24.791565008006188,121.17683899998296
J,新竹縣,交通運輸,12,客運站,統聯客運-芎林站(代售處),24.77042800591421,121.07705999999186
J,新竹縣,交通運輸,12,客運站,國光客運-竹東車站,24.72782699826097,121.09278299998199
J,新竹縣,交通運輸,12,客運站,新竹客運-下公館站,24.722399003240806,121.09616899998609
J,新竹縣,交通運輸,12,客運站,新竹客運-竹東總站,24.73973099736033,121.08572199997924
J,新竹縣,交通運輸,15,高鐵站,新竹縣台灣高鐵新竹車站,24.808154335099353,121.04010315079442
J,新竹縣,交通運輸,15,高鐵站,高鐵新竹站-出口1,24.807958994280614,121.03978599998734
J,新竹縣,交通運輸,15,高鐵站,高鐵新竹站-出口3,24.808450997274363,121.04058099998387
J,新竹縣,交通運輸,15,高鐵站,高鐵新竹站-出口4,24.807936009173805,121.040428999991
J,新竹縣,交通運輸,15,高鐵站,高鐵新竹站-出口2,24.808537997025464,121.03995499999239
J,新竹縣,交通運輸,17,碼頭,新竹縣坡頭漁港,24.926816555761302,120.97345379386122
J,新竹縣,交通運輸,17,碼頭,蚵殼漁港,24.937927995630105,120.98713499999525
J,新竹縣,交通運輸,17,碼頭,鳳港漁港,24.904400996406476,120.96613300000286
J,新竹縣,交通運輸,18,主要道路建設,新竹縣湖口交流道,24.875830216145687,121.0295485683111
J,新竹縣,交通運輸,18,主要道路建設,新竹縣新竹交流道,24.77471337657047,121.00399485686921
J,新竹縣,交通運輸,18,主要道路建設,新竹縣寶山交流道,24.75718836524755,121.00597557990854
J,新竹縣,交通運輸,18,主要道路建設,新竹縣竹北交流道,24.82381028613849,121.0173190838556
J,新竹縣,交通運輸,18,主要道路建設,新竹縣新竹系統交流道,24.75742378809529,120.98769749323056
J,新竹縣,交通運輸,18,主要道路建設,新竹縣芎林交流道,24.77573799194939,121.05930440517004
J,新竹縣,交通運輸,18,主要道路建設,新竹縣竹東端,24.723415013306386,121.1020844179696
J,新竹縣,交通運輸,18,主要道路建設,新竹縣關西交流道,24.80119340158209,121.17210436424095
J,新竹縣,交通運輸,18,主要道路建設,新竹縣竹林交流道,24.76642455606576,121.08098841446524
J,新竹縣,交通運輸,18,主要道路建設,新竹縣竹東交流道,24.747415831914697,121.08523666071736
